26-02-2017;23:32:35;0.8469
26-02-2017;23:34:35;0.8483
26-02-2017;23:36:35;0.8468
26-02-2017;23:38:35;0.8469
26-02-2017;23:40:35;0.8465
26-02-2017;23:42:35;0.8483
26-02-2017;23:44:35;0.8469
26-02-2017;23:46:35;0.8465
26-02-2017;23:48:35;0.8465
26-02-2017;23:50:35;0.8465
26-02-2017;23:52:40;0.8465
26-02-2017;23:54:35;0.8465
26-02-2017;23:56:35;0.8469
26-02-2017;23:58:35;0.8475
27-02-2017;00:00:35;0.8469
27-02-2017;00:02:35;0.8469
27-02-2017;00:04:35;0.8465
27-02-2017;00:06:35;0.8475
27-02-2017;00:08:35;0.8468
27-02-2017;00:10:35;0.8475
27-02-2017;00:12:35;0.8467
27-02-2017;00:14:35;0.8483
27-02-2017;00:16:35;0.8469
27-02-2017;00:18:35;0.8483
27-02-2017;00:20:35;0.8465
27-02-2017;00:22:35;0.8475
27-02-2017;00:24:35;0.8469
27-02-2017;00:26:35;0.8475
27-02-2017;00:28:35;0.8465
27-02-2017;00:30:35;0.8465
27-02-2017;00:32:35;0.8475
27-02-2017;00:34:35;0.8469
27-02-2017;00:36:35;0.8468
27-02-2017;00:38:35;0.8469
27-02-2017;00:40:35;0.8469
27-02-2017;00:42:35;0.8469
27-02-2017;00:44:35;0.8475
27-02-2017;00:46:35;0.8469
27-02-2017;00:48:35;0.8475
27-02-2017;00:50:35;0.8468
27-02-2017;00:52:35;0.8469
27-02-2017;00:54:35;0.8483
27-02-2017;00:56:35;0.8467
27-02-2017;00:58:35;0.8483
27-02-2017;01:00:35;0.8467
27-02-2017;01:02:35;0.8465
27-02-2017;01:04:35;0.8469
27-02-2017;01:06:35;0.8468
27-02-2017;01:08:35;0.8465
27-02-2017;01:10:35;0.8469
27-02-2017;01:12:35;0.8483
27-02-2017;01:14:35;0.8469
27-02-2017;01:16:35;0.8469
27-02-2017;01:18:35;0.8475
27-02-2017;01:20:35;0.8483
27-02-2017;01:22:36;0.8468
27-02-2017;01:24:35;0.8475
27-02-2017;01:26:35;0.8468
27-02-2017;01:28:35;0.8468
27-02-2017;01:30:35;0.8468
27-02-2017;01:32:35;0.8467
27-02-2017;01:34:35;0.8475
27-02-2017;01:36:35;0.8469
27-02-2017;01:38:35;0.8469
27-02-2017;01:40:35;0.8465
27-02-2017;01:42:35;0.8469
27-02-2017;01:44:35;0.8465
27-02-2017;01:46:35;0.8475
27-02-2017;01:48:35;0.8465
27-02-2017;01:50:35;0.8465
27-02-2017;01:52:35;0.8465
27-02-2017;01:54:35;0.8469
27-02-2017;01:56:35;0.8465
27-02-2017;01:58:35;0.8507
27-02-2017;02:00:35;0.8475
27-02-2017;02:02:40;0.8465
27-02-2017;02:04:35;0.8469
27-02-2017;02:06:35;0.8465
27-02-2017;02:08:35;0.8475
27-02-2017;02:10:35;0.8507
27-02-2017;02:12:35;0.8507
27-02-2017;02:14:35;0.8469
27-02-2017;02:16:35;0.8469
27-02-2017;02:18:35;0.8465
27-02-2017;02:20:35;0.8465
27-02-2017;02:22:35;0.8507
27-02-2017;02:24:35;0.8475
27-02-2017;02:26:35;0.8469
27-02-2017;02:28:35;0.8512
27-02-2017;02:30:35;0.8512
27-02-2017;02:32:35;0.8469
27-02-2017;02:34:35;0.8465
27-02-2017;02:36:35;0.8512
27-02-2017;02:38:35;0.8469
27-02-2017;02:40:35;0.8507
27-02-2017;02:42:35;0.8465
27-02-2017;02:44:35;0.8512
27-02-2017;02:46:35;0.8465
27-02-2017;02:48:35;0.8507
27-02-2017;02:50:35;0.8465
27-02-2017;02:52:35;0.8512
27-02-2017;02:54:35;0.8507
27-02-2017;02:56:35;0.8469
27-02-2017;02:58:35;0.8512
27-02-2017;03:00:35;0.8465
27-02-2017;03:02:35;0.8465
27-02-2017;03:04:35;0.8507
27-02-2017;03:06:35;0.8510
27-02-2017;03:08:35;0.8510
27-02-2017;03:10:35;0.8465
27-02-2017;03:12:35;0.8510
27-02-2017;03:14:35;0.8510
27-02-2017;03:16:35;0.8465
27-02-2017;03:18:35;0.8512
27-02-2017;03:20:35;0.8507
27-02-2017;03:22:35;0.8510
27-02-2017;03:24:35;0.8510
27-02-2017;03:26:35;0.8465
27-02-2017;03:28:35;0.8512
27-02-2017;03:30:35;0.8512
27-02-2017;03:32:35;0.8507
27-02-2017;03:34:35;0.8512
27-02-2017;03:36:35;0.8465
27-02-2017;03:38:35;0.8512
27-02-2017;03:40:35;0.8510
27-02-2017;03:42:35;0.8510
27-02-2017;03:44:35;0.8465
27-02-2017;03:46:35;0.8512
27-02-2017;03:48:35;0.8510
27-02-2017;03:50:35;0.8465
27-02-2017;03:52:35;0.8512
27-02-2017;03:54:35;0.8507
27-02-2017;03:56:35;0.8507
27-02-2017;03:58:35;0.8507
27-02-2017;04:00:35;0.8507
27-02-2017;04:02:35;0.8510
27-02-2017;04:04:35;0.8503
27-02-2017;04:06:35;0.8512
27-02-2017;04:08:35;0.8503
27-02-2017;04:10:35;0.8507
27-02-2017;04:12:35;0.8512
27-02-2017;04:14:35;0.8507
27-02-2017;04:16:35;0.8512
27-02-2017;04:18:35;0.8510
27-02-2017;04:20:35;0.8503
27-02-2017;04:22:35;0.8503
27-02-2017;04:24:35;0.8510
27-02-2017;04:26:35;0.8507
27-02-2017;04:28:35;0.8503
27-02-2017;04:30:35;0.8503
27-02-2017;04:32:35;0.8507
27-02-2017;04:34:35;0.8507
27-02-2017;04:36:35;0.8507
27-02-2017;04:38:35;0.8510
27-02-2017;04:40:35;0.8512
27-02-2017;04:42:35;0.8512
27-02-2017;04:44:35;0.8512
27-02-2017;04:46:35;0.8510
27-02-2017;04:48:35;0.8503
27-02-2017;04:50:35;0.8507
27-02-2017;04:52:35;0.8503
27-02-2017;04:54:35;0.8510
27-02-2017;04:56:35;0.8512
27-02-2017;04:58:35;0.8503
27-02-2017;05:00:35;0.8503
27-02-2017;05:02:35;0.8512
27-02-2017;05:04:35;0.8512
27-02-2017;05:06:35;0.8512
27-02-2017;05:08:35;0.8507
27-02-2017;05:10:35;0.8510
27-02-2017;05:12:35;0.8507
27-02-2017;05:14:35;0.8512
27-02-2017;05:16:35;0.8507
27-02-2017;05:18:35;0.8510
27-02-2017;05:20:35;0.8503
27-02-2017;05:22:35;0.8507
27-02-2017;05:24:35;0.8507
27-02-2017;05:26:35;0.8512
27-02-2017;05:28:35;0.8507
27-02-2017;05:30:35;0.8503
27-02-2017;05:32:35;0.8503
27-02-2017;05:34:35;0.8510
27-02-2017;05:36:35;0.8503
27-02-2017;05:38:35;0.8503
27-02-2017;05:40:35;0.8507
27-02-2017;05:42:35;0.8507
27-02-2017;05:44:35;0.8510
27-02-2017;05:46:35;0.8507
27-02-2017;05:48:35;0.8512
27-02-2017;05:50:35;0.8510
27-02-2017;05:52:35;0.8503
27-02-2017;05:54:35;0.8510
27-02-2017;05:56:35;0.8507
27-02-2017;05:58:35;0.8510
27-02-2017;06:00:35;0.8510
27-02-2017;06:02:35;0.8512
27-02-2017;06:04:35;0.8507
27-02-2017;06:06:35;0.8503
27-02-2017;06:08:35;0.8503
27-02-2017;06:10:35;0.8503
27-02-2017;06:12:35;0.8507
27-02-2017;06:14:35;0.8507
27-02-2017;06:16:35;0.8507
27-02-2017;06:18:35;0.8507
27-02-2017;06:20:35;0.8512
27-02-2017;06:22:35;0.8512
27-02-2017;06:24:35;0.8503
27-02-2017;06:26:35;0.8507
27-02-2017;06:28:35;0.8507
27-02-2017;06:30:35;0.8512
27-02-2017;06:32:35;0.8512
27-02-2017;06:34:35;0.8503
27-02-2017;06:36:35;0.8503
27-02-2017;06:38:35;0.8512
27-02-2017;06:40:35;0.8510
27-02-2017;06:42:35;0.8503
27-02-2017;06:44:35;0.8512
27-02-2017;06:46:35;0.8503
27-02-2017;06:48:35;0.8512
27-02-2017;06:50:35;0.8503
27-02-2017;06:52:35;0.8503
27-02-2017;06:54:35;0.8503
27-02-2017;06:56:35;0.8503
27-02-2017;06:58:35;0.8507
27-02-2017;07:00:35;0.8512
27-02-2017;07:02:35;0.8503
27-02-2017;07:04:35;0.8512
27-02-2017;07:06:35;0.8507
27-02-2017;07:08:35;0.8510
27-02-2017;07:10:35;0.8503
27-02-2017;07:12:35;0.8512
27-02-2017;07:14:36;0.8510
27-02-2017;07:16:35;0.8507
